time, humidity, ambient_temp, m8_temp, m5_temp
2022-04-17_12-26-37, 44.200000, 25.000000, 15.000000, 15.130000
2022-04-17_12-26-41, 44.200000, 25.100000, 14.940000, 15.000000
2022-04-17_12-26-45, 44.200000, 25.100000, 14.940000, 14.940000
2022-04-17_12-26-49, 44.200000, 25.100000, 14.880000, 14.940000
2022-04-17_12-26-54, 44.300000, 25.100000, 14.940000, 15.000000
2022-04-17_12-26-58, 44.200000, 25.000000, 15.060000, 15.000000
2022-04-17_12-27-02, 44.100000, 25.000000, 15.190000, 15.190000
2022-04-17_12-27-06, 44.000000, 25.000000, 15.380000, 15.310000
2022-04-17_12-27-10, 44.300000, 25.100000, 15.560000, 15.500000
2022-04-17_12-27-14, 44.500000, 25.000000, 15.690000, 15.690000
2022-04-17_12-27-18, 44.400000, 25.000000, 15.880000, 15.810000
2022-04-17_12-27-22, 44.300000, 25.100000, 16.000000, 16.000000
2022-04-17_12-27-26, 44.100000, 25.000000, 16.190000, 16.120000
2022-04-17_12-27-30, 44.100000, 25.100000, 16.310000, 16.310000
2022-04-17_12-27-35, 44.000000, 25.000000, 16.500000, 16.440000
2022-04-17_12-27-39, 44.000000, 25.000000, 16.620000, 16.620000
2022-04-17_12-27-43, 44.000000, 25.100000, 16.810000, 16.750000
2022-04-17_12-27-47, 44.000000, 25.100000, 16.940000, 16.870000
2022-04-17_12-27-51, 44.000000, 25.000000, 17.060000, 17.000000
2022-04-17_12-27-55, 44.000000, 25.000000, 17.190000, 17.120000
2022-04-17_12-27-59, 44.000000, 25.000000, 17.310000, 17.250000
2022-04-17_12-28-03, 43.900000, 25.000000, 17.440000, 17.370000
2022-04-17_12-28-07, 43.900000, 25.000000, 17.500000, 17.440000
2022-04-17_12-28-12, 43.900000, 25.000000, 17.560000, 17.440000
2022-04-17_12-28-16, 43.900000, 25.000000, 17.560000, 17.500000
2022-04-17_12-28-20, 43.900000, 25.000000, 17.500000, 17.500000
2022-04-17_12-28-24, 43.900000, 25.000000, 17.500000, 17.440000
2022-04-17_12-28-28, 44.000000, 25.100000, 17.440000, 17.370000
2022-04-17_12-28-32, 44.000000, 25.100000, 17.440000, 17.370000
2022-04-17_12-28-36, 43.900000, 25.000000, 17.370000, 17.310000
2022-04-17_12-28-40, 44.000000, 25.100000, 17.310000, 17.250000
2022-04-17_12-28-44, 44.400000, 25.000000, 17.250000, 17.190000
2022-04-17_12-28-49, 44.500000, 25.100000, 17.120000, 17.120000
2022-04-17_12-28-53, 44.300000, 25.000000, 17.060000, 17.000000
2022-04-17_12-28-57, 44.500000, 25.100000, 16.940000, 16.870000
2022-04-17_12-29-01, 44.700000, 25.000000, 16.870000, 16.870000
2022-04-17_12-29-05, 44.600000, 25.100000, 16.750000, 16.750000
2022-04-17_12-29-09, 44.400000, 25.100000, 16.620000, 16.620000
2022-04-17_12-29-13, 44.300000, 25.100000, 16.560000, 16.560000
2022-04-17_12-29-17, 44.200000, 25.100000, 16.440000, 16.500000
2022-04-17_12-29-21, 44.200000, 25.100000, 16.370000, 16.370000
2022-04-17_12-29-25, 44.200000, 25.100000, 16.250000, 16.250000
2022-04-17_12-29-30, 44.100000, 25.000000, 16.120000, 16.190000
2022-04-17_12-29-34, 44.200000, 25.100000, 16.000000, 16.120000
2022-04-17_12-29-38, 44.100000, 25.000000, 15.880000, 16.000000
2022-04-17_12-29-42, 44.000000, 25.000000, 15.810000, 15.880000
2022-04-17_12-29-46, 44.100000, 25.100000, 15.690000, 15.750000
2022-04-17_12-29-50, 44.100000, 25.100000, 15.560000, 15.690000
2022-04-17_12-29-54, 44.000000, 25.000000, 15.500000, 15.500000
2022-04-17_12-29-58, 44.000000, 25.000000, 15.380000, 15.440000
2022-04-17_12-30-02, 44.000000, 25.000000, 15.250000, 15.310000
2022-04-17_12-30-07, 44.000000, 25.000000, 15.190000, 15.250000
2022-04-17_12-30-11, 44.000000, 25.000000, 15.190000, 15.250000
2022-04-17_12-30-15, 44.000000, 25.000000, 15.190000, 15.250000
2022-04-17_12-30-19, 44.100000, 25.100000, 15.250000, 15.250000
2022-04-17_12-30-23, 44.000000, 25.000000, 15.380000, 15.380000
2022-04-17_12-30-27, 44.000000, 25.000000, 15.500000, 15.500000
2022-04-17_12-30-31, 44.000000, 25.000000, 15.630000, 15.630000
2022-04-17_12-30-35, 44.100000, 25.100000, 15.750000, 15.690000
2022-04-17_12-30-39, 44.000000, 25.000000, 15.880000, 15.880000
2022-04-17_12-30-44, 44.000000, 25.000000, 15.940000, 15.940000
2022-04-17_12-30-48, 44.100000, 25.100000, 16.120000, 16.120000
2022-04-17_12-30-52, 44.000000, 25.000000, 16.250000, 16.190000
2022-04-17_12-30-56, 44.000000, 25.000000, 16.370000, 16.310000
2022-04-17_12-31-00, 44.000000, 25.000000, 16.500000, 16.500000
2022-04-17_12-31-04, 44.100000, 25.000000, 16.620000, 16.560000
2022-04-17_12-31-08, 44.400000, 25.000000, 16.690000, 16.690000
2022-04-17_12-31-12, 44.600000, 25.000000, 16.810000, 16.810000
2022-04-17_12-31-16, 44.500000, 25.000000, 16.940000, 16.870000
2022-04-17_12-31-20, 44.600000, 25.000000, 17.060000, 17.000000
2022-04-17_12-31-25, 44.500000, 25.000000, 17.190000, 17.060000
2022-04-17_12-31-29, 44.400000, 25.000000, 17.250000, 17.120000
2022-04-17_12-31-33, 44.400000, 25.000000, 17.250000, 17.190000
2022-04-17_12-31-37, 44.300000, 25.000000, 17.310000, 17.250000
2022-04-17_12-31-41, 44.400000, 25.000000, 17.310000, 17.250000
2022-04-17_12-31-45, 44.500000, 25.000000, 17.310000, 17.250000
2022-04-17_12-31-49, 44.400000, 25.000000, 17.310000, 17.250000
2022-04-17_12-31-53, 44.400000, 25.000000, 17.250000, 17.190000
2022-04-17_12-31-57, 44.300000, 25.000000, 17.250000, 17.190000
2022-04-17_12-32-02, 44.300000, 25.000000, 17.190000, 17.120000
2022-04-17_12-32-06, 44.200000, 25.000000, 17.120000, 17.060000
2022-04-17_12-32-10, 44.200000, 25.000000, 17.060000, 17.000000
2022-04-17_12-32-14, 44.200000, 25.000000, 16.940000, 16.940000
2022-04-17_12-32-18, 44.200000, 25.000000, 16.940000, 16.810000
2022-04-17_12-32-22, 44.200000, 25.000000, 16.810000, 16.810000
2022-04-17_12-32-26, 44.200000, 25.000000, 16.690000, 16.690000
2022-04-17_12-32-30, 44.100000, 25.000000, 16.620000, 16.620000
2022-04-17_12-32-34, 44.100000, 25.000000, 16.560000, 16.500000
2022-04-17_12-32-39, 44.200000, 25.000000, 16.440000, 16.440000
2022-04-17_12-32-43, 44.300000, 25.000000, 16.370000, 16.370000
2022-04-17_12-32-47, 44.500000, 25.000000, 16.250000, 16.250000
2022-04-17_12-32-51, 44.600000, 25.000000, 16.120000, 16.190000
2022-04-17_12-32-55, 44.600000, 25.000000, 16.060000, 16.060000
2022-04-17_12-32-59, 44.600000, 25.000000, 15.940000, 15.940000
2022-04-17_12-33-03, 44.600000, 25.000000, 15.880000, 15.880000
2022-04-17_12-33-07, 44.400000, 25.000000, 15.750000, 15.810000
2022-04-17_12-33-11, 44.400000, 25.000000, 15.630000, 15.690000
2022-04-17_12-33-15, 44.400000, 25.000000, 15.560000, 15.560000
2022-04-17_12-33-20, 44.300000, 25.000000, 15.440000, 15.500000
2022-04-17_12-33-24, 44.300000, 25.000000, 15.380000, 15.380000
2022-04-17_12-33-28, 44.500000, 25.000000, 15.250000, 15.310000
2022-04-17_12-33-32, 44.500000, 25.000000, 15.250000, 15.250000
2022-04-17_12-33-36, 44.400000, 25.000000, 15.250000, 15.250000
2022-04-17_12-33-40, 44.400000, 25.000000, 15.310000, 15.250000
2022-04-17_12-33-44, 44.400000, 25.000000, 15.440000, 15.380000
2022-04-17_12-33-48, 44.400000, 25.000000, 15.500000, 15.440000
2022-04-17_12-33-52, 44.400000, 25.000000, 15.630000, 15.500000
2022-04-17_12-33-57, 44.400000, 25.000000, 15.750000, 15.690000
2022-04-17_12-34-01, 44.300000, 25.000000, 15.810000, 15.750000
2022-04-17_12-34-05, 44.300000, 25.000000, 15.940000, 15.880000
2022-04-17_12-34-09, 44.300000, 25.000000, 16.060000, 15.940000
2022-04-17_12-34-13, 44.300000, 25.000000, 16.190000, 16.060000
2022-04-17_12-34-17, 44.400000, 25.000000, 16.310000, 16.190000
2022-04-17_12-34-21, 44.500000, 25.000000, 16.440000, 16.370000
2022-04-17_12-34-25, 44.400000, 25.000000, 16.560000, 16.370000
2022-04-17_12-34-29, 44.400000, 25.000000, 16.620000, 16.500000
2022-04-17_12-34-34, 44.300000, 25.000000, 16.690000, 16.560000
2022-04-17_12-34-38, 44.300000, 25.000000, 16.810000, 16.690000
2022-04-17_12-34-42, 44.400000, 25.000000, 16.870000, 16.750000
2022-04-17_12-34-46, 44.400000, 25.000000, 17.000000, 16.870000
2022-04-17_12-34-50, 44.400000, 25.000000, 17.060000, 16.940000
2022-04-17_12-34-54, 44.400000, 25.000000, 17.120000, 17.000000
2022-04-17_12-34-58, 44.600000, 25.000000, 17.190000, 17.120000
2022-04-17_12-35-02, 44.600000, 25.000000, 17.250000, 17.190000
2022-04-17_12-35-06, 44.500000, 25.000000, 17.250000, 17.190000
2022-04-17_12-35-10, 44.500000, 25.000000, 17.250000, 17.190000
2022-04-17_12-35-15, 44.400000, 25.000000, 17.250000, 17.250000
2022-04-17_12-35-19, 44.400000, 25.000000, 17.250000, 17.190000
2022-04-17_12-35-23, 44.400000, 25.000000, 17.190000, 17.190000
2022-04-17_12-35-27, 44.400000, 25.000000, 17.120000, 17.190000
2022-04-17_12-35-31, 44.400000, 25.000000, 17.120000, 17.120000
2022-04-17_12-35-35, 44.400000, 25.000000, 17.060000, 17.000000
2022-04-17_12-35-39, 44.400000, 25.000000, 17.060000, 16.940000
2022-04-17_12-35-43, 44.400000, 25.000000, 16.940000, 16.940000
2022-04-17_12-35-47, 44.400000, 25.000000, 16.870000, 16.810000
2022-04-17_12-35-52, 44.400000, 25.000000, 16.750000, 16.810000
2022-04-17_12-35-56, 44.300000, 25.000000, 16.690000, 16.690000
2022-04-17_12-36-00, 44.300000, 25.000000, 16.620000, 16.620000
2022-04-17_12-36-04, 44.300000, 25.000000, 16.500000, 16.500000
2022-04-17_12-36-08, 44.300000, 25.000000, 16.440000, 16.440000
2022-04-17_12-36-12, 44.300000, 25.000000, 16.310000, 16.370000
2022-04-17_12-36-16, 44.300000, 25.000000, 16.190000, 16.250000
2022-04-17_12-36-20, 44.300000, 25.000000, 16.120000, 16.190000
2022-04-17_12-36-24, 44.400000, 25.000000, 16.060000, 16.060000
2022-04-17_12-36-28, 44.400000, 24.900000, 15.940000, 16.000000
2022-04-17_12-36-33, 44.400000, 24.900000, 15.810000, 15.880000
2022-04-17_12-36-37, 44.400000, 25.000000, 15.750000, 15.750000
2022-04-17_12-36-41, 44.400000, 25.000000, 15.630000, 15.690000
2022-04-17_12-36-45, 44.400000, 25.000000, 15.500000, 15.560000
2022-04-17_12-36-49, 44.400000, 25.000000, 15.440000, 15.500000
2022-04-17_12-36-53, 44.400000, 25.000000, 15.380000, 15.440000
2022-04-17_12-36-57, 44.400000, 25.000000, 15.250000, 15.310000
2022-04-17_12-37-01, 44.400000, 24.900000, 15.250000, 15.310000
2022-04-17_12-37-05, 44.400000, 25.000000, 15.250000, 15.310000
2022-04-17_12-37-10, 44.400000, 25.000000, 15.250000, 15.310000
2022-04-17_12-37-14, 44.400000, 25.000000, 15.310000, 15.380000
2022-04-17_12-37-18, 44.400000, 25.000000, 15.440000, 15.440000
2022-04-17_12-37-22, 44.400000, 25.000000, 15.500000, 15.500000
2022-04-17_12-37-26, 44.500000, 25.000000, 15.630000, 15.630000
2022-04-17_12-37-30, 44.500000, 25.000000, 15.750000, 15.750000
2022-04-17_12-37-34, 44.400000, 25.000000, 15.880000, 15.880000
2022-04-17_12-37-38, 44.500000, 25.000000, 16.000000, 15.940000
2022-04-17_12-37-42, 44.500000, 25.000000, 16.060000, 16.060000
2022-04-17_12-37-47, 44.500000, 25.000000, 16.190000, 16.190000
2022-04-17_12-37-51, 44.600000, 25.000000, 16.310000, 16.250000
2022-04-17_12-37-55, 44.500000, 25.000000, 16.370000, 16.370000
2022-04-17_12-37-59, 44.600000, 25.000000, 16.500000, 16.440000
2022-04-17_12-38-03, 44.600000, 25.000000, 16.560000, 16.620000
2022-04-17_12-38-07, 44.600000, 25.000000, 16.620000, 16.750000
2022-04-17_12-38-11, 44.500000, 25.000000, 16.690000, 16.810000
2022-04-17_12-38-15, 44.500000, 25.000000, 16.810000, 16.940000
2022-04-17_12-38-19, 44.400000, 25.000000, 16.870000, 16.940000
2022-04-17_12-38-23, 44.400000, 24.900000, 17.000000, 17.060000
2022-04-17_12-38-28, 44.500000, 25.000000, 17.060000, 17.120000
2022-04-17_12-38-32, 44.500000, 25.000000, 17.120000, 17.190000
2022-04-17_12-38-36, 44.600000, 25.000000, 17.190000, 17.190000
2022-04-17_12-38-40, 44.700000, 25.000000, 17.250000, 17.250000
2022-04-17_12-38-44, 44.700000, 25.000000, 17.190000, 17.250000
2022-04-17_12-38-48, 44.600000, 25.000000, 17.190000, 17.190000
2022-04-17_12-38-52, 44.600000, 25.000000, 17.120000, 17.190000
2022-04-17_12-38-56, 44.600000, 25.000000, 17.120000, 17.190000
2022-04-17_12-39-00, 44.600000, 25.000000, 17.060000, 17.120000
2022-04-17_12-39-05, 44.600000, 25.000000, 17.060000, 17.000000
2022-04-17_12-39-09, 44.600000, 25.000000, 17.000000, 17.000000
2022-04-17_12-39-13, 44.600000, 25.000000, 16.940000, 16.940000
2022-04-17_12-39-17, 44.600000, 24.900000, 16.870000, 16.940000
2022-04-17_12-39-21, 44.600000, 24.900000, 16.750000, 16.870000
2022-04-17_12-39-25, 44.500000, 24.900000, 16.750000, 16.810000
2022-04-17_12-39-29, 44.500000, 24.900000, 16.620000, 16.690000
2022-04-17_12-39-33, 44.600000, 24.900000, 16.560000, 16.620000
2022-04-17_12-39-37, 44.600000, 24.900000, 16.500000, 16.500000
2022-04-17_12-39-42, 44.600000, 24.900000, 16.370000, 16.440000
2022-04-17_12-39-46, 44.600000, 25.000000, 16.250000, 16.370000
2022-04-17_12-39-50, 44.600000, 24.900000, 16.190000, 16.250000
2022-04-17_12-39-54, 44.600000, 25.000000, 16.060000, 16.190000
2022-04-17_12-39-58, 44.500000, 24.900000, 16.000000, 16.060000
2022-04-17_12-40-02, 44.500000, 24.900000, 15.880000, 16.000000
2022-04-17_12-40-06, 44.600000, 25.000000, 15.810000, 15.880000
2022-04-17_12-40-10, 44.700000, 25.000000, 15.690000, 15.810000
2022-04-17_12-40-14, 44.600000, 24.900000, 15.630000, 15.690000
2022-04-17_12-40-18, 44.600000, 24.900000, 15.560000, 15.560000
2022-04-17_12-40-23, 44.500000, 24.900000, 15.380000, 15.500000
2022-04-17_12-40-27, 44.500000, 24.900000, 15.310000, 15.380000
2022-04-17_12-40-31, 44.500000, 25.000000, 15.250000, 15.310000
2022-04-17_12-40-35, 44.600000, 25.000000, 15.310000, 15.310000
2022-04-17_12-40-39, 44.600000, 24.900000, 15.310000, 15.380000
2022-04-17_12-40-43, 44.700000, 25.000000, 15.380000, 15.380000
2022-04-17_12-40-47, 44.700000, 24.900000, 15.440000, 15.440000
2022-04-17_12-40-51, 44.700000, 25.000000, 15.560000, 15.560000
2022-04-17_12-40-55, 44.800000, 25.000000, 15.630000, 15.630000
2022-04-17_12-41-00, 45.000000, 24.900000, 15.750000, 15.810000
2022-04-17_12-41-04, 45.100000, 25.000000, 15.880000, 15.810000
2022-04-17_12-41-08, 45.300000, 25.000000, 15.940000, 15.940000
2022-04-17_12-41-12, 45.200000, 24.900000, 16.060000, 16.060000
2022-04-17_12-41-16, 45.000000, 25.000000, 16.190000, 16.190000
2022-04-17_12-41-20, 45.100000, 25.000000, 16.250000, 16.250000
2022-04-17_12-41-24, 45.100000, 25.000000, 16.370000, 16.310000
2022-04-17_12-41-28, 45.200000, 25.000000, 16.440000, 16.370000
2022-04-17_12-41-32, 45.200000, 25.000000, 16.560000, 16.500000
2022-04-17_12-41-37, 45.100000, 24.900000, 16.620000, 16.560000
2022-04-17_12-41-41, 45.000000, 25.000000, 16.690000, 16.690000
2022-04-17_12-41-45, 44.800000, 25.000000, 16.750000, 16.750000
2022-04-17_12-41-49, 44.700000, 25.000000, 16.870000, 16.810000
2022-04-17_12-41-53, 44.700000, 25.000000, 16.940000, 16.870000
