time, humidity, ambient_temp, m8_temp, m5_temp
2022-04-14_14-21-14, 52.100000, 24.100000, 15.440000, 15.560000
2022-04-14_14-21-18, 51.900000, 24.100000, 15.440000, 15.630000
2022-04-14_14-21-22, 51.800000, 24.100000, 15.500000, 15.630000
2022-04-14_14-21-26, 51.600000, 24.100000, 15.500000, 15.630000
2022-04-14_14-21-30, 51.400000, 24.100000, 15.560000, 15.630000
2022-04-14_14-21-34, 51.300000, 24.100000, 15.560000, 15.690000
2022-04-14_14-21-38, 51.200000, 24.000000, 15.560000, 15.690000
2022-04-14_14-21-42, 51.300000, 24.100000, 15.560000, 15.750000
2022-04-14_14-21-46, 51.300000, 24.100000, 15.560000, 15.750000
2022-04-14_14-21-51, 51.200000, 24.100000, 15.630000, 15.750000
2022-04-14_14-21-55, 51.100000, 24.000000, 15.630000, 15.750000
2022-04-14_14-21-59, 51.200000, 24.000000, 15.630000, 15.810000
2022-04-14_14-22-03, 51.100000, 24.000000, 15.690000, 15.810000
2022-04-14_14-22-07, 51.100000, 24.000000, 15.690000, 15.810000
2022-04-14_14-22-11, 51.100000, 24.000000, 15.690000, 15.810000
2022-04-14_14-22-15, 51.200000, 24.000000, 15.690000, 15.880000
2022-04-14_14-22-19, 51.200000, 24.000000, 15.750000, 15.880000
2022-04-14_14-22-23, 51.100000, 24.000000, 15.750000, 15.880000
2022-04-14_14-22-28, 51.100000, 24.000000, 15.750000, 15.880000
2022-04-14_14-22-32, 51.100000, 24.000000, 15.750000, 15.940000
2022-04-14_14-22-36, 50.900000, 24.000000, 15.750000, 15.940000
2022-04-14_14-22-40, 50.800000, 24.000000, 15.810000, 15.940000
2022-04-14_14-22-44, 50.800000, 24.000000, 15.810000, 15.940000
2022-04-14_14-22-48, 50.700000, 24.000000, 15.810000, 16.000000
2022-04-14_14-22-52, 50.700000, 24.000000, 15.880000, 16.000000
2022-04-14_14-22-56, 50.700000, 24.000000, 15.880000, 16.000000
2022-04-14_14-23-00, 50.800000, 24.000000, 15.880000, 16.000000
2022-04-14_14-23-05, 50.800000, 24.000000, 15.940000, 16.000000
2022-04-14_14-23-09, 50.900000, 24.000000, 15.940000, 16.000000
2022-04-14_14-23-13, 50.900000, 24.000000, 15.940000, 16.000000
2022-04-14_14-23-17, 51.100000, 24.000000, 15.940000, 16.060000
2022-04-14_14-23-21, 51.100000, 24.000000, 15.940000, 16.060000
2022-04-14_14-23-25, 51.000000, 24.000000, 15.940000, 16.060000
2022-04-14_14-23-29, 51.000000, 24.000000, 16.000000, 16.120000
2022-04-14_14-23-33, 50.900000, 24.000000, 16.060000, 16.120000
2022-04-14_14-23-37, 50.900000, 24.000000, 16.060000, 16.190000
2022-04-14_14-23-41, 50.800000, 24.000000, 16.060000, 16.120000
2022-04-14_14-23-46, 50.900000, 24.100000, 16.060000, 16.120000
2022-04-14_14-23-50, 50.800000, 24.000000, 16.120000, 16.190000
2022-04-14_14-23-54, 50.800000, 24.100000, 16.120000, 16.190000
2022-04-14_14-23-58, 50.900000, 24.100000, 16.120000, 16.190000
2022-04-14_14-24-02, 51.000000, 24.100000, 16.120000, 16.190000
2022-04-14_14-24-06, 51.000000, 24.100000, 16.190000, 16.250000
2022-04-14_14-24-10, 50.800000, 24.000000, 16.190000, 16.250000
2022-04-14_14-24-14, 50.800000, 24.000000, 16.250000, 16.250000
2022-04-14_14-24-18, 50.900000, 24.100000, 16.310000, 16.310000
2022-04-14_14-24-23, 50.900000, 24.100000, 16.370000, 16.310000
2022-04-14_14-24-27, 51.100000, 24.100000, 16.370000, 16.310000
2022-04-14_14-24-31, 51.100000, 24.100000, 16.440000, 16.310000
2022-04-14_14-24-35, 51.000000, 24.100000, 16.440000, 16.370000
2022-04-14_14-24-39, 51.000000, 24.100000, 16.500000, 16.370000
2022-04-14_14-24-43, 51.100000, 24.100000, 16.560000, 16.370000
2022-04-14_14-24-47, 51.100000, 24.100000, 16.560000, 16.370000
2022-04-14_14-24-51, 51.000000, 24.100000, 16.620000, 16.440000
2022-04-14_14-24-55, 51.100000, 24.100000, 16.620000, 16.440000
2022-04-14_14-25-00, 51.000000, 24.100000, 16.620000, 16.440000
2022-04-14_14-25-04, 51.100000, 24.100000, 16.690000, 16.500000
2022-04-14_14-25-08, 51.000000, 24.100000, 16.690000, 16.500000
2022-04-14_14-25-12, 51.000000, 24.100000, 16.690000, 16.500000
2022-04-14_14-25-16, 50.800000, 24.100000, 16.690000, 16.500000
2022-04-14_14-25-20, 50.800000, 24.200000, 16.750000, 16.500000
2022-04-14_14-25-24, 50.700000, 24.100000, 16.750000, 16.500000
2022-04-14_14-25-28, 50.600000, 24.100000, 16.750000, 16.560000
2022-04-14_14-25-32, 50.700000, 24.200000, 16.750000, 16.620000
2022-04-14_14-25-36, 50.800000, 24.200000, 16.750000, 16.560000
2022-04-14_14-25-41, 51.300000, 24.200000, 16.810000, 16.560000
2022-04-14_14-25-45, 51.200000, 24.200000, 16.810000, 16.620000
2022-04-14_14-25-49, 51.200000, 24.200000, 16.750000, 16.500000
2022-04-14_14-25-53, 51.100000, 24.200000, 16.750000, 16.500000
2022-04-14_14-25-57, 51.000000, 24.200000, 16.750000, 16.500000
2022-04-14_14-26-01, 51.000000, 24.200000, 16.690000, 16.440000
2022-04-14_14-26-05, 50.900000, 24.200000, 16.690000, 16.370000
2022-04-14_14-26-09, 50.900000, 24.200000, 16.620000, 16.310000
2022-04-14_14-26-13, 50.800000, 24.200000, 16.560000, 16.190000
2022-04-14_14-26-18, 50.700000, 24.200000, 16.500000, 16.120000
2022-04-14_14-26-22, 50.700000, 24.200000, 16.440000, 16.060000
2022-04-14_14-26-26, 50.700000, 24.200000, 16.370000, 15.940000
2022-04-14_14-26-30, 50.700000, 24.200000, 16.250000, 15.880000
2022-04-14_14-26-34, 50.700000, 24.200000, 16.190000, 15.750000
2022-04-14_14-26-38, 50.800000, 24.200000, 16.060000, 15.630000
2022-04-14_14-26-42, 50.800000, 24.200000, 16.000000, 15.500000
2022-04-14_14-26-46, 50.900000, 24.200000, 15.940000, 15.440000
2022-04-14_14-26-50, 51.100000, 24.200000, 15.880000, 15.380000
2022-04-14_14-26-55, 51.100000, 24.200000, 15.880000, 15.380000
2022-04-14_14-26-59, 51.200000, 24.200000, 15.880000, 15.310000
2022-04-14_14-27-03, 51.200000, 24.200000, 15.810000, 15.380000
2022-04-14_14-27-07, 51.200000, 24.200000, 15.880000, 15.440000
2022-04-14_14-27-11, 51.200000, 24.200000, 15.880000, 15.500000
2022-04-14_14-27-15, 51.200000, 24.200000, 15.940000, 15.560000
2022-04-14_14-27-19, 51.200000, 24.200000, 15.940000, 15.630000
2022-04-14_14-27-23, 51.200000, 24.200000, 16.000000, 15.750000
2022-04-14_14-27-27, 51.100000, 24.200000, 16.060000, 15.810000
2022-04-14_14-27-31, 51.100000, 24.200000, 16.120000, 15.880000
2022-04-14_14-27-36, 51.100000, 24.200000, 16.190000, 16.000000
2022-04-14_14-27-40, 51.100000, 24.200000, 16.250000, 16.120000
2022-04-14_14-27-44, 51.100000, 24.200000, 16.370000, 16.190000
2022-04-14_14-27-48, 51.100000, 24.200000, 16.440000, 16.250000
2022-04-14_14-27-52, 51.200000, 24.200000, 16.500000, 16.370000
2022-04-14_14-27-56, 51.200000, 24.200000, 16.560000, 16.440000
2022-04-14_14-28-00, 51.200000, 24.200000, 16.620000, 16.500000
2022-04-14_14-28-04, 51.100000, 24.200000, 16.690000, 16.620000
2022-04-14_14-28-08, 51.100000, 24.200000, 16.750000, 16.690000
2022-04-14_14-28-13, 51.100000, 24.200000, 16.810000, 16.750000
2022-04-14_14-28-17, 51.100000, 24.200000, 16.870000, 16.810000
2022-04-14_14-28-21, 51.100000, 24.200000, 16.940000, 16.870000
2022-04-14_14-28-25, 50.900000, 24.200000, 17.000000, 16.870000
2022-04-14_14-28-29, 50.900000, 24.200000, 17.000000, 16.940000
2022-04-14_14-28-33, 50.800000, 24.200000, 17.060000, 16.870000
2022-04-14_14-28-37, 50.800000, 24.200000, 17.000000, 16.940000
2022-04-14_14-28-41, 50.600000, 24.100000, 17.060000, 16.870000
2022-04-14_14-28-45, 51.000000, 24.100000, 17.000000, 16.870000
2022-04-14_14-28-49, 51.100000, 24.100000, 17.000000, 16.870000
2022-04-14_14-28-54, 51.200000, 24.200000, 17.000000, 16.870000
2022-04-14_14-28-58, 51.000000, 24.200000, 16.940000, 16.810000
2022-04-14_14-29-02, 50.900000, 24.200000, 16.940000, 16.750000
2022-04-14_14-29-06, 51.700000, 24.200000, 16.870000, 16.690000
2022-04-14_14-29-10, 51.900000, 24.200000, 16.810000, 16.620000
2022-04-14_14-29-14, 53.000000, 24.200000, 16.750000, 16.500000
2022-04-14_14-29-18, 52.400000, 24.200000, 16.690000, 16.370000
2022-04-14_14-29-22, 51.900000, 24.300000, 16.620000, 16.310000
2022-04-14_14-29-26, 51.500000, 24.300000, 16.500000, 16.250000
2022-04-14_14-29-31, 51.200000, 24.300000, 16.440000, 16.120000
2022-04-14_14-29-35, 51.200000, 24.300000, 16.370000, 16.000000
2022-04-14_14-29-39, 51.100000, 24.300000, 16.250000, 15.940000
2022-04-14_14-29-43, 50.900000, 24.400000, 16.250000, 15.810000
2022-04-14_14-29-47, 50.800000, 24.400000, 16.120000, 15.690000
2022-04-14_14-29-51, 50.800000, 24.400000, 16.000000, 15.560000
2022-04-14_14-29-55, 50.600000, 24.300000, 15.940000, 15.500000
2022-04-14_14-29-59, 50.600000, 24.400000, 15.880000, 15.380000
2022-04-14_14-30-03, 50.500000, 24.300000, 15.750000, 15.310000
2022-04-14_14-30-08, 51.900000, 24.300000, 15.750000, 15.250000
2022-04-14_14-30-12, 51.400000, 24.400000, 15.690000, 15.190000
2022-04-14_14-30-16, 50.900000, 24.400000, 15.690000, 15.250000
2022-04-14_14-30-20, 50.700000, 24.400000, 15.630000, 15.250000
2022-04-14_14-30-24, 50.300000, 24.400000, 15.690000, 15.310000
2022-04-14_14-30-28, 50.400000, 24.400000, 15.690000, 15.380000
2022-04-14_14-30-32, 50.200000, 24.400000, 15.690000, 15.380000
2022-04-14_14-30-36, 50.200000, 24.400000, 15.750000, 15.500000
2022-04-14_14-30-40, 50.100000, 24.400000, 15.750000, 15.560000
2022-04-14_14-30-44, 50.100000, 24.400000, 15.810000, 15.630000
2022-04-14_14-30-49, 50.000000, 24.400000, 15.880000, 15.690000
2022-04-14_14-30-53, 49.900000, 24.400000, 15.940000, 15.750000
2022-04-14_14-30-57, 49.900000, 24.400000, 16.000000, 15.880000
2022-04-14_14-31-01, 49.900000, 24.400000, 16.060000, 15.940000
2022-04-14_14-31-05, 50.000000, 24.400000, 16.120000, 16.000000
2022-04-14_14-31-09, 50.000000, 24.300000, 16.120000, 16.000000
2022-04-14_14-31-13, 50.000000, 24.300000, 16.250000, 16.120000
2022-04-14_14-31-17, 50.100000, 24.300000, 16.370000, 16.190000
2022-04-14_14-31-21, 50.100000, 24.300000, 16.500000, 16.250000
2022-04-14_14-31-26, 50.000000, 24.300000, 16.560000, 16.370000
2022-04-14_14-31-30, 50.000000, 24.300000, 16.620000, 16.500000
2022-04-14_14-31-34, 50.000000, 24.300000, 16.690000, 16.560000
2022-04-14_14-31-38, 50.200000, 24.300000, 16.690000, 16.560000
2022-04-14_14-31-42, 50.200000, 24.300000, 16.750000, 16.620000
2022-04-14_14-31-46, 50.100000, 24.200000, 16.750000, 16.690000
2022-04-14_14-31-50, 50.300000, 24.300000, 16.810000, 16.690000
2022-04-14_14-31-54, 50.300000, 24.200000, 16.870000, 16.750000
2022-04-14_14-31-58, 50.500000, 24.300000, 16.870000, 16.810000
2022-04-14_14-32-03, 50.500000, 24.200000, 16.870000, 16.810000
2022-04-14_14-32-07, 50.500000, 24.200000, 16.940000, 16.870000
2022-04-14_14-32-11, 50.400000, 24.200000, 16.940000, 16.870000
2022-04-14_14-32-15, 50.500000, 24.200000, 16.870000, 16.870000
2022-04-14_14-32-19, 50.500000, 24.200000, 16.870000, 16.870000
2022-04-14_14-32-23, 50.500000, 24.200000, 16.810000, 16.810000
2022-04-14_14-32-27, 50.500000, 24.200000, 16.750000, 16.810000
2022-04-14_14-32-31, 50.600000, 24.300000, 16.750000, 16.750000
2022-04-14_14-32-35, 50.600000, 24.300000, 16.690000, 16.750000
2022-04-14_14-32-39, 50.600000, 24.300000, 16.620000, 16.690000
2022-04-14_14-32-44, 50.500000, 24.200000, 16.560000, 16.620000
2022-04-14_14-32-48, 50.500000, 24.200000, 16.440000, 16.620000
2022-04-14_14-32-52, 50.600000, 24.200000, 16.370000, 16.500000
2022-04-14_14-32-56, 50.600000, 24.300000, 16.250000, 16.440000
2022-04-14_14-33-00, 50.600000, 24.300000, 16.190000, 16.370000
2022-04-14_14-33-04, 50.500000, 24.200000, 16.060000, 16.310000
2022-04-14_14-33-08, 50.500000, 24.200000, 15.940000, 16.190000
2022-04-14_14-33-12, 50.400000, 24.200000, 15.880000, 16.060000
2022-04-14_14-33-16, 50.400000, 24.200000, 15.750000, 16.000000
2022-04-14_14-33-21, 50.200000, 24.200000, 15.630000, 15.880000
2022-04-14_14-33-25, 50.200000, 24.200000, 15.560000, 15.810000
2022-04-14_14-33-29, 50.200000, 24.200000, 15.440000, 15.690000
2022-04-14_14-33-33, 50.200000, 24.200000, 15.310000, 15.630000
2022-04-14_14-33-37, 50.300000, 24.200000, 15.190000, 15.500000
2022-04-14_14-33-41, 50.300000, 24.200000, 15.130000, 15.440000
2022-04-14_14-33-45, 50.200000, 24.100000, 15.000000, 15.310000
2022-04-14_14-33-49, 50.200000, 24.200000, 14.940000, 15.250000
2022-04-14_14-33-53, 50.100000, 24.200000, 14.880000, 15.130000
2022-04-14_14-33-57, 50.000000, 24.100000, 14.940000, 15.130000
2022-04-14_14-34-02, 50.000000, 24.100000, 14.940000, 15.130000
2022-04-14_14-34-06, 50.000000, 24.200000, 15.000000, 15.130000
2022-04-14_14-34-10, 49.900000, 24.100000, 15.060000, 15.190000
2022-04-14_14-34-14, 50.000000, 24.100000, 15.130000, 15.250000
2022-04-14_14-34-18, 50.100000, 24.100000, 15.250000, 15.250000
2022-04-14_14-34-22, 50.200000, 24.100000, 15.380000, 15.310000
2022-04-14_14-34-26, 50.200000, 24.100000, 15.440000, 15.380000
2022-04-14_14-34-30, 50.300000, 24.100000, 15.500000, 15.440000
2022-04-14_14-34-34, 50.400000, 24.100000, 15.630000, 15.500000
2022-04-14_14-34-39, 50.500000, 24.100000, 15.690000, 15.630000
2022-04-14_14-34-43, 50.600000, 24.100000, 15.750000, 15.690000
2022-04-14_14-34-47, 50.600000, 24.100000, 15.810000, 15.750000
2022-04-14_14-34-51, 50.600000, 24.100000, 15.880000, 15.810000
2022-04-14_14-34-55, 50.600000, 24.100000, 15.940000, 15.880000
2022-04-14_14-34-59, 50.800000, 24.100000, 16.000000, 15.940000
2022-04-14_14-35-03, 50.900000, 24.100000, 16.060000, 16.000000
2022-04-14_14-35-07, 51.000000, 24.100000, 16.120000, 16.000000
2022-04-14_14-35-11, 50.900000, 24.000000, 16.190000, 16.060000
2022-04-14_14-35-16, 51.000000, 24.100000, 16.250000, 16.120000
2022-04-14_14-35-20, 51.000000, 24.100000, 16.310000, 16.190000
2022-04-14_14-35-24, 51.100000, 24.000000, 16.310000, 16.250000
2022-04-14_14-35-28, 51.100000, 24.000000, 16.370000, 16.310000
2022-04-14_14-35-32, 51.100000, 24.100000, 16.440000, 16.370000
2022-04-14_14-35-36, 51.100000, 24.100000, 16.440000, 16.370000
2022-04-14_14-35-40, 51.100000, 24.000000, 16.560000, 16.440000
2022-04-14_14-35-44, 51.100000, 24.000000, 16.560000, 16.500000
2022-04-14_14-35-48, 51.100000, 24.100000, 16.620000, 16.560000
2022-04-14_14-35-53, 51.100000, 24.000000, 16.690000, 16.620000
2022-04-14_14-35-57, 51.100000, 24.000000, 16.690000, 16.620000
2022-04-14_14-36-01, 51.100000, 24.000000, 16.750000, 16.690000
2022-04-14_14-36-05, 51.100000, 24.000000, 16.750000, 16.750000
2022-04-14_14-36-09, 51.100000, 24.000000, 16.810000, 16.750000
2022-04-14_14-36-13, 51.100000, 24.000000, 16.810000, 16.750000
2022-04-14_14-36-17, 51.100000, 24.000000, 16.810000, 16.810000
2022-04-14_14-36-21, 51.100000, 24.000000, 16.750000, 16.810000
2022-04-14_14-36-25, 51.100000, 24.000000, 16.750000, 16.750000
2022-04-14_14-36-29, 51.200000, 24.000000, 16.690000, 16.750000
2022-04-14_14-36-34, 51.200000, 24.000000, 16.620000, 16.750000
2022-04-14_14-36-38, 51.200000, 24.000000, 16.620000, 16.690000
2022-04-14_14-36-42, 51.200000, 24.000000, 16.500000, 16.620000
2022-04-14_14-36-46, 51.200000, 24.000000, 16.440000, 16.620000
2022-04-14_14-36-50, 51.200000, 24.000000, 16.370000, 16.560000
2022-04-14_14-36-54, 51.100000, 24.000000, 16.310000, 16.440000
2022-04-14_14-36-58, 51.100000, 24.000000, 16.250000, 16.370000
2022-04-14_14-37-02, 51.100000, 24.000000, 16.120000, 16.310000
2022-04-14_14-37-06, 51.200000, 24.000000, 16.000000, 16.250000
2022-04-14_14-37-11, 51.200000, 24.000000, 15.940000, 16.120000
2022-04-14_14-37-15, 51.200000, 24.000000, 15.810000, 16.060000
2022-04-14_14-37-19, 51.200000, 24.000000, 15.750000, 16.000000
2022-04-14_14-37-23, 51.100000, 24.000000, 15.630000, 15.940000
2022-04-14_14-37-27, 51.000000, 24.000000, 15.560000, 15.880000
2022-04-14_14-37-31, 51.000000, 24.000000, 15.440000, 15.750000
2022-04-14_14-37-35, 51.100000, 24.000000, 15.380000, 15.630000
2022-04-14_14-37-39, 51.100000, 24.000000, 15.190000, 15.500000
2022-04-14_14-37-43, 51.100000, 24.000000, 15.130000, 15.440000
2022-04-14_14-37-47, 51.100000, 24.000000, 15.000000, 15.310000
2022-04-14_14-37-52, 51.100000, 24.000000, 14.940000, 15.250000
2022-04-14_14-37-56, 51.000000, 24.000000, 15.000000, 15.190000
2022-04-14_14-38-00, 50.800000, 24.000000, 15.000000, 15.130000
2022-04-14_14-38-04, 50.700000, 24.000000, 15.060000, 15.190000
2022-04-14_14-38-08, 50.800000, 24.000000, 15.060000, 15.190000
2022-04-14_14-38-12, 50.800000, 24.000000, 15.130000, 15.250000
2022-04-14_14-38-16, 50.700000, 24.000000, 15.250000, 15.310000
2022-04-14_14-38-20, 50.600000, 24.000000, 15.380000, 15.380000
2022-04-14_14-38-24, 50.600000, 24.000000, 15.440000, 15.440000
2022-04-14_14-38-29, 50.800000, 24.000000, 15.560000, 15.500000
2022-04-14_14-38-33, 51.100000, 24.000000, 15.630000, 15.690000
2022-04-14_14-38-37, 50.900000, 24.000000, 15.750000, 15.750000
2022-04-14_14-38-41, 50.900000, 24.000000, 15.810000, 15.880000
2022-04-14_14-38-45, 51.000000, 24.000000, 15.940000, 15.940000
2022-04-14_14-38-49, 50.900000, 24.000000, 16.060000, 16.000000
2022-04-14_14-38-53, 50.800000, 24.000000, 16.120000, 16.120000
2022-04-14_14-38-57, 51.000000, 24.100000, 16.250000, 16.190000
2022-04-14_14-39-01, 50.900000, 24.000000, 16.310000, 16.310000
2022-04-14_14-39-06, 50.900000, 24.000000, 16.440000, 16.370000
2022-04-14_14-39-10, 51.000000, 24.000000, 16.500000, 16.440000
2022-04-14_14-39-14, 51.100000, 24.100000, 16.560000, 16.500000
2022-04-14_14-39-18, 51.000000, 24.000000, 16.690000, 16.560000
2022-04-14_14-39-22, 51.100000, 24.100000, 16.750000, 16.690000
2022-04-14_14-39-26, 51.100000, 24.000000, 16.810000, 16.750000
2022-04-14_14-39-30, 51.100000, 24.100000, 16.870000, 16.810000
2022-04-14_14-39-34, 51.100000, 24.000000, 16.940000, 16.810000
2022-04-14_14-39-38, 51.100000, 24.000000, 17.000000, 16.870000
2022-04-14_14-39-42, 51.000000, 24.100000, 17.060000, 16.940000
2022-04-14_14-39-47, 51.100000, 24.100000, 17.190000, 17.000000
2022-04-14_14-39-51, 51.000000, 24.100000, 17.250000, 17.120000
2022-04-14_14-39-55, 51.000000, 24.100000, 17.250000, 17.190000
2022-04-14_14-39-59, 51.000000, 24.100000, 17.370000, 17.250000
2022-04-14_14-40-03, 51.000000, 24.100000, 17.440000, 17.250000
2022-04-14_14-40-07, 51.000000, 24.100000, 17.440000, 17.310000
2022-04-14_14-40-11, 50.900000, 24.100000, 17.500000, 17.370000
2022-04-14_14-40-15, 50.900000, 24.100000, 17.560000, 17.440000
2022-04-14_14-40-19, 50.800000, 24.100000, 17.620000, 17.500000
2022-04-14_14-40-24, 50.700000, 24.100000, 17.690000, 17.560000
2022-04-14_14-40-28, 50.700000, 24.000000, 17.750000, 17.620000
2022-04-14_14-40-32, 50.700000, 24.100000, 17.810000, 17.620000
2022-04-14_14-40-36, 50.700000, 24.100000, 17.870000, 17.690000
2022-04-14_14-40-40, 50.700000, 24.100000, 17.940000, 17.690000
2022-04-14_14-40-44, 50.800000, 24.100000, 17.940000, 17.690000
2022-04-14_14-40-48, 50.900000, 24.100000, 18.000000, 17.750000
2022-04-14_14-40-52, 51.000000, 24.100000, 18.060000, 17.810000
2022-04-14_14-40-56, 51.000000, 24.100000, 18.120000, 17.870000
2022-04-14_14-41-01, 50.900000, 24.000000, 18.120000, 17.870000
2022-04-14_14-41-05, 51.000000, 24.100000, 18.190000, 17.940000
2022-04-14_14-41-09, 51.100000, 24.100000, 18.250000, 17.940000
2022-04-14_14-41-13, 51.100000, 24.100000, 18.250000, 18.000000
2022-04-14_14-41-17, 51.000000, 24.100000, 18.310000, 18.000000
2022-04-14_14-41-21, 50.900000, 24.100000, 18.370000, 18.060000
2022-04-14_14-41-25, 50.900000, 24.100000, 18.370000, 18.120000
2022-04-14_14-41-29, 50.900000, 24.100000, 18.440000, 18.120000
2022-04-14_14-41-33, 50.800000, 24.100000, 18.500000, 18.190000
2022-04-14_14-41-37, 50.800000, 24.100000, 18.500000, 18.190000
2022-04-14_14-41-42, 50.800000, 24.100000, 18.560000, 18.250000
2022-04-14_14-41-46, 50.800000, 24.100000, 18.620000, 18.310000
2022-04-14_14-41-50, 50.700000, 24.100000, 18.620000, 18.310000
2022-04-14_14-41-54, 50.700000, 24.100000, 18.690000, 18.370000
2022-04-14_14-41-58, 50.600000, 24.000000, 18.690000, 18.370000
2022-04-14_14-42-02, 50.600000, 24.100000, 18.750000, 18.440000
2022-04-14_14-42-06, 50.800000, 24.100000, 18.750000, 18.440000
2022-04-14_14-42-10, 51.100000, 24.100000, 18.810000, 18.500000
2022-04-14_14-42-14, 51.200000, 24.100000, 18.810000, 18.500000
2022-04-14_14-42-19, 51.200000, 24.100000, 18.870000, 18.560000
2022-04-14_14-42-23, 51.200000, 24.100000, 18.870000, 18.560000
2022-04-14_14-42-27, 51.200000, 24.100000, 18.940000, 18.620000
2022-04-14_14-42-31, 51.200000, 24.100000, 18.940000, 18.620000
2022-04-14_14-42-35, 51.100000, 24.100000, 19.000000, 18.690000
2022-04-14_14-42-39, 51.100000, 24.100000, 19.060000, 18.750000
2022-04-14_14-42-43, 51.000000, 24.100000, 19.060000, 18.750000
2022-04-14_14-42-47, 51.100000, 24.100000, 19.120000, 18.810000
2022-04-14_14-42-51, 51.100000, 24.100000, 19.120000, 18.810000
2022-04-14_14-42-55, 51.100000, 24.100000, 19.120000, 18.810000
2022-04-14_14-43-00, 51.100000, 24.100000, 19.190000, 18.870000
2022-04-14_14-43-04, 51.100000, 24.100000, 19.250000, 18.940000
2022-04-14_14-43-08, 51.000000, 24.100000, 19.250000, 18.940000
2022-04-14_14-43-12, 50.900000, 24.100000, 19.250000, 18.940000
2022-04-14_14-43-16, 50.900000, 24.100000, 19.310000, 18.940000
2022-04-14_14-43-20, 50.700000, 24.100000, 19.310000, 19.000000
2022-04-14_14-43-24, 50.700000, 24.100000, 19.370000, 19.000000
2022-04-14_14-43-28, 50.700000, 24.100000, 19.370000, 19.060000
2022-04-14_14-43-32, 50.700000, 24.100000, 19.440000, 19.120000
2022-04-14_14-43-37, 50.700000, 24.100000, 19.440000, 19.120000
2022-04-14_14-43-41, 50.900000, 24.100000, 19.440000, 19.120000
2022-04-14_14-43-45, 50.800000, 24.100000, 19.500000, 19.120000
2022-04-14_14-43-49, 50.800000, 24.100000, 19.500000, 19.190000
2022-04-14_14-43-53, 50.700000, 24.100000, 19.500000, 19.190000
2022-04-14_14-43-57, 50.700000, 24.100000, 19.560000, 19.190000
2022-04-14_14-44-01, 50.700000, 24.100000, 19.560000, 19.250000
2022-04-14_14-44-05, 50.700000, 24.100000, 19.620000, 19.250000
2022-04-14_14-44-09, 50.700000, 24.100000, 19.620000, 19.310000
2022-04-14_14-44-14, 50.700000, 24.100000, 19.690000, 19.310000
2022-04-14_14-44-18, 50.700000, 24.100000, 19.690000, 19.310000
2022-04-14_14-44-22, 50.700000, 24.100000, 19.690000, 19.370000
2022-04-14_14-44-26, 50.700000, 24.100000, 19.750000, 19.370000
2022-04-14_14-44-30, 50.700000, 24.100000, 19.750000, 19.370000
2022-04-14_14-44-34, 50.700000, 24.100000, 19.750000, 19.440000
2022-04-14_14-44-38, 50.700000, 24.100000, 19.750000, 19.440000
2022-04-14_14-44-42, 50.700000, 24.100000, 19.810000, 19.440000
2022-04-14_14-44-46, 50.700000, 24.100000, 19.810000, 19.500000
2022-04-14_14-44-50, 50.800000, 24.100000, 19.870000, 19.500000
2022-04-14_14-44-55, 50.800000, 24.100000, 19.870000, 19.500000
2022-04-14_14-44-59, 50.900000, 24.100000, 19.870000, 19.500000
2022-04-14_14-45-03, 50.800000, 24.000000, 19.940000, 19.500000
2022-04-14_14-45-07, 50.900000, 24.100000, 19.940000, 19.560000
2022-04-14_14-45-11, 50.900000, 24.000000, 19.940000, 19.620000
2022-04-14_14-45-15, 51.000000, 24.100000, 20.000000, 19.620000
2022-04-14_14-45-19, 51.000000, 24.100000, 20.000000, 19.620000
2022-04-14_14-45-23, 51.000000, 24.100000, 20.000000, 19.620000
2022-04-14_14-45-27, 51.000000, 24.100000, 20.060000, 19.690000
2022-04-14_14-45-32, 51.000000, 24.100000, 20.060000, 19.690000
2022-04-14_14-45-36, 50.900000, 24.100000, 20.060000, 19.690000
2022-04-14_14-45-40, 50.900000, 24.100000, 20.120000, 19.750000
2022-04-14_14-45-44, 50.700000, 24.000000, 20.120000, 19.750000
2022-04-14_14-45-48, 50.800000, 24.100000, 20.120000, 19.750000
2022-04-14_14-45-52, 50.800000, 24.100000, 20.120000, 19.810000
2022-04-14_14-45-56, 50.800000, 24.000000, 20.190000, 19.810000
2022-04-14_14-46-00, 50.800000, 24.100000, 20.190000, 19.810000
2022-04-14_14-46-04, 50.800000, 24.100000, 20.190000, 19.810000
2022-04-14_14-46-09, 50.800000, 24.100000, 20.250000, 19.810000
2022-04-14_14-46-13, 50.800000, 24.000000, 20.250000, 19.870000
2022-04-14_14-46-17, 50.900000, 24.100000, 20.250000, 19.870000
2022-04-14_14-46-21, 50.900000, 24.000000, 20.310000, 19.870000
2022-04-14_14-46-25, 50.800000, 24.000000, 20.310000, 19.870000
2022-04-14_14-46-29, 50.800000, 24.100000, 20.310000, 19.870000
2022-04-14_14-46-33, 50.800000, 24.100000, 20.370000, 19.940000
2022-04-14_14-46-37, 50.700000, 24.100000, 20.370000, 19.940000
2022-04-14_14-46-41, 50.700000, 24.100000, 20.370000, 19.940000
2022-04-14_14-46-45, 50.700000, 24.100000, 20.370000, 19.940000
2022-04-14_14-46-50, 50.700000, 24.100000, 20.370000, 20.000000
2022-04-14_14-46-54, 50.600000, 24.100000, 20.440000, 20.000000
2022-04-14_14-46-58, 50.600000, 24.100000, 20.440000, 20.000000
