time, humidity, ambient_temp, m8_temp, m5_temp, dew point
2022-05-01_13-36-19, 45.700000, 25.000000, 15.310000, 15.380000, 12.479590
2022-05-01_13-36-23, 45.600000, 24.900000, 15.310000, 15.380000, 12.355351
2022-05-01_13-36-27, 45.700000, 25.000000, 15.380000, 15.440000, 12.479590
2022-05-01_13-36-31, 45.700000, 25.000000, 15.500000, 15.500000, 12.479590
2022-05-01_13-36-35, 45.700000, 25.000000, 15.560000, 15.500000, 12.479590
2022-05-01_13-36-39, 45.700000, 25.000000, 15.690000, 15.630000, 12.479590
2022-05-01_13-36-43, 45.700000, 25.000000, 15.750000, 15.750000, 12.479590
2022-05-01_13-36-47, 45.700000, 25.000000, 15.880000, 15.880000, 12.479590
2022-05-01_13-36-52, 45.700000, 25.000000, 15.940000, 15.940000, 12.479590
2022-05-01_13-36-56, 45.700000, 25.000000, 16.060000, 16.000000, 12.479590
2022-05-01_13-37-00, 45.700000, 25.000000, 16.190000, 16.120000, 12.479590
2022-05-01_13-37-04, 45.700000, 25.000000, 16.250000, 16.190000, 12.479590
2022-05-01_13-37-08, 45.700000, 25.000000, 16.370000, 16.310000, 12.479590
2022-05-01_13-37-12, 45.700000, 25.000000, 16.500000, 16.370000, 12.479590
2022-05-01_13-37-16, 45.700000, 25.000000, 16.560000, 16.500000, 12.479590
2022-05-01_13-37-20, 45.700000, 25.000000, 16.620000, 16.560000, 12.479590
2022-05-01_13-37-24, 45.700000, 25.000000, 16.750000, 16.620000, 12.479590
2022-05-01_13-37-28, 45.700000, 25.000000, 16.810000, 16.750000, 12.479590
2022-05-01_13-37-33, 45.700000, 25.000000, 16.870000, 16.810000, 12.479590
2022-05-01_13-37-37, 45.700000, 25.000000, 16.940000, 16.870000, 12.479590
2022-05-01_13-37-41, 45.600000, 25.000000, 17.000000, 16.940000, 12.446205
2022-05-01_13-37-45, 45.600000, 25.000000, 17.060000, 17.000000, 12.446205
2022-05-01_13-37-49, 45.700000, 25.000000, 17.120000, 17.060000, 12.479590
2022-05-01_13-37-53, 45.700000, 25.000000, 17.190000, 17.120000, 12.479590
2022-05-01_13-37-57, 45.700000, 25.000000, 17.250000, 17.190000, 12.479590
2022-05-01_13-38-01, 45.600000, 25.000000, 17.250000, 17.190000, 12.446205
2022-05-01_13-38-05, 45.600000, 25.000000, 17.250000, 17.190000, 12.446205
2022-05-01_13-38-10, 45.700000, 25.000000, 17.250000, 17.190000, 12.479590
2022-05-01_13-38-14, 45.600000, 25.000000, 17.190000, 17.120000, 12.446205
2022-05-01_13-38-18, 45.600000, 25.000000, 17.120000, 17.120000, 12.446205
2022-05-01_13-38-22, 45.600000, 25.000000, 17.060000, 17.060000, 12.446205
2022-05-01_13-38-26, 45.600000, 25.000000, 17.060000, 17.000000, 12.446205
2022-05-01_13-38-30, 45.600000, 25.000000, 17.000000, 16.940000, 12.446205
2022-05-01_13-38-34, 45.700000, 25.000000, 16.940000, 16.870000, 12.479590
2022-05-01_13-38-38, 45.600000, 25.000000, 16.810000, 16.870000, 12.446205
2022-05-01_13-38-42, 45.600000, 25.000000, 16.750000, 16.810000, 12.446205
2022-05-01_13-38-47, 45.600000, 25.000000, 16.690000, 16.690000, 12.446205
2022-05-01_13-38-51, 45.600000, 25.000000, 16.620000, 16.620000, 12.446205
2022-05-01_13-38-55, 45.600000, 25.000000, 16.500000, 16.500000, 12.446205
2022-05-01_13-38-59, 45.600000, 25.000000, 16.440000, 16.440000, 12.446205
2022-05-01_13-39-03, 45.600000, 25.000000, 16.310000, 16.370000, 12.446205
2022-05-01_13-39-07, 45.600000, 25.000000, 16.190000, 16.250000, 12.446205
2022-05-01_13-39-11, 45.600000, 25.000000, 16.120000, 16.190000, 12.446205
2022-05-01_13-39-15, 45.600000, 25.000000, 16.000000, 16.060000, 12.446205
2022-05-01_13-39-19, 45.600000, 25.000000, 15.940000, 16.000000, 12.446205
2022-05-01_13-39-23, 45.600000, 25.000000, 15.880000, 15.880000, 12.446205
2022-05-01_13-39-28, 45.600000, 25.000000, 15.750000, 15.810000, 12.446205
2022-05-01_13-39-32, 45.600000, 25.000000, 15.630000, 15.690000, 12.446205
2022-05-01_13-39-36, 45.600000, 25.000000, 15.560000, 15.630000, 12.446205
2022-05-01_13-39-40, 45.600000, 25.000000, 15.440000, 15.500000, 12.446205
2022-05-01_13-39-44, 45.600000, 25.000000, 15.310000, 15.380000, 12.446205
2022-05-01_13-39-48, 45.600000, 25.000000, 15.250000, 15.310000, 12.446205
2022-05-01_13-39-52, 45.600000, 25.000000, 15.310000, 15.310000, 12.446205
2022-05-01_13-39-56, 45.600000, 24.900000, 15.310000, 15.310000, 12.355351
2022-05-01_13-40-00, 45.600000, 25.000000, 15.380000, 15.380000, 12.446205
2022-05-01_13-40-05, 45.700000, 25.000000, 15.500000, 15.440000, 12.479590
2022-05-01_13-40-09, 45.600000, 25.000000, 15.560000, 15.500000, 12.446205
2022-05-01_13-40-13, 45.600000, 25.000000, 15.690000, 15.630000, 12.446205
2022-05-01_13-40-17, 45.700000, 25.000000, 15.750000, 15.750000, 12.479590
2022-05-01_13-40-21, 45.600000, 25.000000, 15.880000, 15.810000, 12.446205
2022-05-01_13-40-25, 45.700000, 25.000000, 16.000000, 15.940000, 12.479590
2022-05-01_13-40-29, 45.700000, 25.000000, 16.060000, 16.000000, 12.479590
2022-05-01_13-40-33, 45.600000, 25.000000, 16.190000, 16.120000, 12.446205
2022-05-01_13-40-37, 45.600000, 25.000000, 16.250000, 16.190000, 12.446205
2022-05-01_13-40-41, 45.600000, 25.000000, 16.370000, 16.250000, 12.446205
2022-05-01_13-40-46, 45.600000, 25.000000, 16.500000, 16.370000, 12.446205
2022-05-01_13-40-50, 45.600000, 25.000000, 16.560000, 16.440000, 12.446205
2022-05-01_13-40-54, 45.600000, 25.000000, 16.620000, 16.560000, 12.446205
2022-05-01_13-40-58, 45.600000, 25.000000, 16.690000, 16.620000, 12.446205
2022-05-01_13-41-02, 45.600000, 25.000000, 16.750000, 16.690000, 12.446205
2022-05-01_13-41-06, 45.600000, 25.000000, 16.870000, 16.810000, 12.446205
2022-05-01_13-41-10, 45.600000, 25.000000, 16.940000, 16.870000, 12.446205
2022-05-01_13-41-14, 45.600000, 25.000000, 17.060000, 16.940000, 12.446205
2022-05-01_13-41-18, 45.600000, 25.000000, 17.060000, 17.000000, 12.446205
2022-05-01_13-41-23, 45.600000, 25.000000, 17.120000, 17.000000, 12.446205
2022-05-01_13-41-27, 45.600000, 25.000000, 17.190000, 17.120000, 12.446205
2022-05-01_13-41-31, 45.600000, 25.000000, 17.250000, 17.190000, 12.446205
2022-05-01_13-41-35, 45.600000, 25.000000, 17.250000, 17.190000, 12.446205
2022-05-01_13-41-39, 45.600000, 25.000000, 17.250000, 17.190000, 12.446205
2022-05-01_13-41-43, 45.600000, 25.000000, 17.190000, 17.190000, 12.446205
2022-05-01_13-41-47, 45.600000, 25.000000, 17.190000, 17.120000, 12.446205
2022-05-01_13-41-51, 45.600000, 25.000000, 17.120000, 17.060000, 12.446205
2022-05-01_13-41-55, 45.600000, 25.000000, 17.120000, 17.000000, 12.446205
2022-05-01_13-42-00, 45.600000, 25.000000, 17.060000, 17.000000, 12.446205
2022-05-01_13-42-04, 45.600000, 25.000000, 17.000000, 16.940000, 12.446205
2022-05-01_13-42-08, 45.600000, 25.000000, 16.940000, 16.870000, 12.446205
2022-05-01_13-42-12, 45.600000, 25.000000, 16.810000, 16.810000, 12.446205
2022-05-01_13-42-16, 45.600000, 25.000000, 16.750000, 16.750000, 12.446205
2022-05-01_13-42-20, 45.600000, 25.000000, 16.690000, 16.690000, 12.446205
2022-05-01_13-42-24, 45.600000, 25.000000, 16.620000, 16.620000, 12.446205
2022-05-01_13-42-28, 45.700000, 25.000000, 16.560000, 16.560000, 12.479590
2022-05-01_13-42-32, 45.700000, 25.000000, 16.440000, 16.440000, 12.479590
2022-05-01_13-42-36, 45.600000, 25.000000, 16.370000, 16.310000, 12.446205
2022-05-01_13-42-41, 45.600000, 25.000000, 16.250000, 16.250000, 12.446205
2022-05-01_13-42-45, 45.600000, 25.000000, 16.120000, 16.190000, 12.446205
2022-05-01_13-42-49, 45.600000, 25.000000, 16.060000, 16.120000, 12.446205
2022-05-01_13-42-53, 45.600000, 25.000000, 15.940000, 16.000000, 12.446205
2022-05-01_13-42-57, 45.600000, 25.000000, 15.810000, 15.880000, 12.446205
2022-05-01_13-43-01, 45.600000, 25.000000, 15.750000, 15.810000, 12.446205
2022-05-01_13-43-05, 45.600000, 25.000000, 15.690000, 15.750000, 12.446205
2022-05-01_13-43-09, 45.600000, 25.000000, 15.560000, 15.630000, 12.446205
2022-05-01_13-43-13, 45.700000, 25.000000, 15.440000, 15.500000, 12.479590
2022-05-01_13-43-18, 45.700000, 25.000000, 15.380000, 15.380000, 12.479590
2022-05-01_13-43-22, 45.700000, 25.000000, 15.310000, 15.380000, 12.479590
2022-05-01_13-43-26, 45.700000, 25.000000, 15.310000, 15.380000, 12.479590
2022-05-01_13-43-30, 45.700000, 25.000000, 15.380000, 15.440000, 12.479590
2022-05-01_13-43-34, 45.900000, 25.000000, 15.440000, 15.440000, 12.546166
2022-05-01_13-43-38, 45.900000, 25.100000, 15.560000, 15.560000, 12.637088
2022-05-01_13-43-42, 45.800000, 25.000000, 15.630000, 15.630000, 12.512910
2022-05-01_13-43-46, 45.700000, 25.000000, 15.750000, 15.750000, 12.479590
2022-05-01_13-43-50, 45.700000, 25.100000, 15.810000, 15.810000, 12.570464
2022-05-01_13-43-55, 45.600000, 25.100000, 15.880000, 15.880000, 12.537056
2022-05-01_13-43-59, 45.600000, 25.100000, 16.000000, 15.940000, 12.537056
2022-05-01_13-44-03, 45.500000, 25.000000, 16.120000, 16.060000, 12.412756
2022-05-01_13-44-07, 45.500000, 25.100000, 16.190000, 16.120000, 12.503583
2022-05-01_13-44-11, 45.500000, 25.100000, 16.250000, 16.250000, 12.503583
2022-05-01_13-44-15, 45.500000, 25.100000, 16.370000, 16.310000, 12.503583
2022-05-01_13-44-19, 45.500000, 25.100000, 16.440000, 16.370000, 12.503583
2022-05-01_13-44-23, 45.500000, 25.100000, 16.560000, 16.440000, 12.503583
2022-05-01_13-44-27, 45.400000, 25.100000, 16.620000, 16.500000, 12.470045
2022-05-01_13-44-31, 45.400000, 25.100000, 16.750000, 16.560000, 12.470045
2022-05-01_13-44-36, 45.500000, 25.100000, 16.810000, 16.620000, 12.503583
2022-05-01_13-44-40, 45.500000, 25.100000, 16.940000, 16.750000, 12.503583
2022-05-01_13-44-44, 45.500000, 25.100000, 17.000000, 16.750000, 12.503583
2022-05-01_13-44-48, 45.500000, 25.100000, 17.060000, 16.810000, 12.503583
2022-05-01_13-44-52, 45.500000, 25.100000, 17.120000, 16.870000, 12.503583
2022-05-01_13-44-56, 45.500000, 25.100000, 17.190000, 16.940000, 12.503583
2022-05-01_13-45-00, 45.500000, 25.100000, 17.250000, 17.000000, 12.503583
2022-05-01_13-45-04, 45.500000, 25.100000, 17.370000, 17.060000, 12.503583
2022-05-01_13-45-08, 45.400000, 25.000000, 17.500000, 17.060000, 12.379242
2022-05-01_13-45-13, 45.400000, 25.100000, 17.560000, 17.120000, 12.470045
2022-05-01_13-45-17, 45.500000, 25.100000, 17.620000, 17.190000, 12.503583
2022-05-01_13-45-21, 45.500000, 25.100000, 17.690000, 17.190000, 12.503583
2022-05-01_13-45-25, 45.500000, 25.100000, 17.750000, 17.310000, 12.503583
2022-05-01_13-45-29, 45.500000, 25.100000, 17.810000, 17.370000, 12.503583
2022-05-01_13-45-33, 45.500000, 25.100000, 17.870000, 17.370000, 12.503583
2022-05-01_13-45-37, 45.500000, 25.100000, 17.940000, 17.440000, 12.503583
2022-05-01_13-45-41, 45.500000, 25.100000, 18.000000, 17.500000, 12.503583
2022-05-01_13-45-45, 45.500000, 25.100000, 18.060000, 17.500000, 12.503583
2022-05-01_13-45-50, 45.500000, 25.100000, 18.120000, 17.500000, 12.503583
2022-05-01_13-45-54, 45.500000, 25.100000, 18.190000, 17.560000, 12.503583
2022-05-01_13-45-58, 45.500000, 25.100000, 18.250000, 17.690000, 12.503583
2022-05-01_13-46-02, 45.500000, 25.100000, 18.370000, 17.690000, 12.503583
2022-05-01_13-46-06, 45.500000, 25.100000, 18.440000, 17.690000, 12.503583
2022-05-01_13-46-10, 45.500000, 25.100000, 18.440000, 17.810000, 12.503583
2022-05-01_13-46-14, 45.500000, 25.100000, 18.500000, 17.810000, 12.503583
2022-05-01_13-46-18, 45.500000, 25.100000, 18.620000, 17.870000, 12.503583
2022-05-01_13-46-22, 45.500000, 25.100000, 18.690000, 17.940000, 12.503583
2022-05-01_13-46-26, 45.400000, 25.000000, 18.690000, 18.000000, 12.379242
2022-05-01_13-46-31, 45.400000, 25.000000, 18.750000, 18.000000, 12.379242
2022-05-01_13-46-35, 45.500000, 25.100000, 18.750000, 18.000000, 12.503583
2022-05-01_13-46-39, 45.400000, 25.000000, 18.870000, 18.120000, 12.379242
2022-05-01_13-46-43, 45.500000, 25.100000, 18.870000, 18.120000, 12.503583
2022-05-01_13-46-47, 45.500000, 25.100000, 19.000000, 18.190000, 12.503583
2022-05-01_13-46-51, 45.500000, 25.100000, 19.000000, 18.190000, 12.503583
2022-05-01_13-46-55, 45.500000, 25.000000, 19.060000, 18.250000, 12.412756
2022-05-01_13-46-59, 45.500000, 25.000000, 19.120000, 18.250000, 12.412756
2022-05-01_13-47-03, 45.500000, 25.100000, 19.190000, 18.310000, 12.503583
2022-05-01_13-47-08, 45.500000, 25.000000, 19.190000, 18.370000, 12.412756
2022-05-01_13-47-12, 45.500000, 25.000000, 19.250000, 18.370000, 12.412756
2022-05-01_13-47-16, 45.500000, 25.100000, 19.250000, 18.440000, 12.503583
2022-05-01_13-47-20, 45.500000, 25.100000, 19.370000, 18.440000, 12.503583
2022-05-01_13-47-24, 45.500000, 25.000000, 19.440000, 18.440000, 12.412756
2022-05-01_13-47-28, 45.500000, 25.000000, 19.440000, 18.500000, 12.412756
2022-05-01_13-47-32, 45.500000, 25.100000, 19.500000, 18.560000, 12.503583
2022-05-01_13-47-36, 45.500000, 25.000000, 19.560000, 18.620000, 12.412756
2022-05-01_13-47-40, 45.500000, 25.100000, 19.560000, 18.620000, 12.503583
2022-05-01_13-47-45, 45.500000, 25.100000, 19.620000, 18.620000, 12.503583
2022-05-01_13-47-49, 45.500000, 25.000000, 19.620000, 18.690000, 12.412756
2022-05-01_13-47-53, 45.500000, 25.000000, 19.690000, 18.690000, 12.412756
2022-05-01_13-47-57, 45.500000, 25.000000, 19.750000, 18.750000, 12.412756
2022-05-01_13-48-01, 45.500000, 25.000000, 19.750000, 18.750000, 12.412756
2022-05-01_13-48-05, 45.500000, 25.100000, 19.870000, 18.810000, 12.503583
2022-05-01_13-48-09, 45.500000, 25.000000, 19.870000, 18.810000, 12.412756
2022-05-01_13-48-13, 45.500000, 25.100000, 19.870000, 18.870000, 12.503583
2022-05-01_13-48-17, 45.500000, 25.100000, 19.940000, 18.870000, 12.503583
2022-05-01_13-48-21, 45.500000, 25.000000, 20.000000, 18.940000, 12.412756
2022-05-01_13-48-26, 45.500000, 25.100000, 20.000000, 19.000000, 12.503583
2022-05-01_13-48-30, 45.500000, 25.100000, 20.060000, 19.000000, 12.503583
2022-05-01_13-48-34, 45.500000, 25.000000, 20.120000, 19.000000, 12.412756
2022-05-01_13-48-38, 45.500000, 25.000000, 20.120000, 19.060000, 12.412756
2022-05-01_13-48-42, 45.400000, 25.000000, 20.190000, 19.060000, 12.379242
2022-05-01_13-48-46, 45.500000, 25.000000, 20.190000, 19.120000, 12.412756
2022-05-01_13-48-50, 45.500000, 25.100000, 20.250000, 19.190000, 12.503583
2022-05-01_13-48-54, 45.500000, 25.100000, 20.250000, 19.120000, 12.503583
2022-05-01_13-48-58, 45.400000, 25.000000, 20.310000, 19.190000, 12.379242
2022-05-01_13-49-03, 45.500000, 25.100000, 20.370000, 19.250000, 12.503583
2022-05-01_13-49-07, 45.500000, 25.000000, 20.370000, 19.250000, 12.412756
2022-05-01_13-49-11, 45.500000, 25.100000, 20.440000, 19.250000, 12.503583
2022-05-01_13-49-15, 45.400000, 25.000000, 20.440000, 19.310000, 12.379242
2022-05-01_13-49-19, 45.400000, 25.000000, 20.500000, 19.370000, 12.379242
2022-05-01_13-49-23, 45.400000, 25.000000, 20.560000, 19.370000, 12.379242
2022-05-01_13-49-27, 45.500000, 25.000000, 20.620000, 19.440000, 12.412756
2022-05-01_13-49-31, 45.400000, 25.000000, 20.620000, 19.440000, 12.379242
2022-05-01_13-49-35, 45.400000, 25.000000, 20.620000, 19.440000, 12.379242
2022-05-01_13-49-40, 45.500000, 25.100000, 20.620000, 19.500000, 12.503583
2022-05-01_13-49-44, 45.500000, 25.000000, 20.690000, 19.500000, 12.412756
2022-05-01_13-49-48, 45.400000, 25.000000, 20.690000, 19.500000, 12.379242
2022-05-01_13-49-52, 45.500000, 25.100000, 20.750000, 19.560000, 12.503583
2022-05-01_13-49-56, 45.400000, 25.000000, 20.750000, 19.620000, 12.379242
2022-05-01_13-50-00, 45.500000, 25.100000, 20.810000, 19.620000, 12.503583
2022-05-01_13-50-04, 45.500000, 25.100000, 20.810000, 19.690000, 12.503583
2022-05-01_13-50-08, 45.500000, 25.100000, 20.870000, 19.690000, 12.503583
2022-05-01_13-50-12, 45.400000, 25.000000, 20.870000, 19.750000, 12.379242
2022-05-01_13-50-16, 45.500000, 25.100000, 20.940000, 19.750000, 12.503583
2022-05-01_13-50-21, 45.500000, 25.100000, 20.940000, 19.750000, 12.503583
2022-05-01_13-50-25, 45.500000, 25.000000, 21.000000, 19.810000, 12.412756
2022-05-01_13-50-29, 45.500000, 25.000000, 21.000000, 19.810000, 12.412756
2022-05-01_13-50-33, 45.500000, 25.100000, 21.060000, 19.870000, 12.503583
2022-05-01_13-50-37, 45.500000, 25.000000, 21.060000, 19.870000, 12.412756
2022-05-01_13-50-41, 45.400000, 25.000000, 21.120000, 19.870000, 12.379242
2022-05-01_13-50-45, 45.500000, 25.000000, 21.120000, 19.940000, 12.412756
2022-05-01_13-50-49, 45.500000, 25.000000, 21.120000, 20.000000, 12.412756
2022-05-01_13-50-53, 45.500000, 25.000000, 21.120000, 20.000000, 12.412756
2022-05-01_13-50-58, 45.500000, 25.000000, 21.190000, 20.000000, 12.412756
2022-05-01_13-51-02, 45.500000, 25.000000, 21.190000, 20.060000, 12.412756
2022-05-01_13-51-06, 45.500000, 25.000000, 21.250000, 20.060000, 12.412756
2022-05-01_13-51-10, 45.500000, 25.000000, 21.250000, 20.120000, 12.412756
2022-05-01_13-51-14, 45.500000, 25.000000, 21.310000, 20.120000, 12.412756
2022-05-01_13-51-18, 45.500000, 25.100000, 21.310000, 20.190000, 12.503583
2022-05-01_13-51-22, 45.500000, 25.000000, 21.370000, 20.190000, 12.412756
2022-05-01_13-51-26, 45.500000, 25.000000, 21.370000, 20.190000, 12.412756
2022-05-01_13-51-30, 45.500000, 25.100000, 21.440000, 20.250000, 12.503583
2022-05-01_13-51-34, 45.500000, 25.100000, 21.440000, 20.250000, 12.503583
2022-05-01_13-51-39, 45.500000, 25.000000, 21.440000, 20.310000, 12.412756
2022-05-01_13-51-43, 45.500000, 25.000000, 21.500000, 20.310000, 12.412756
2022-05-01_13-51-47, 45.500000, 25.100000, 21.500000, 20.370000, 12.503583
2022-05-01_13-51-51, 45.500000, 25.000000, 21.500000, 20.370000, 12.412756
2022-05-01_13-51-55, 45.500000, 25.000000, 21.560000, 20.440000, 12.412756
2022-05-01_13-51-59, 45.500000, 25.100000, 21.560000, 20.440000, 12.503583
2022-05-01_13-52-03, 45.500000, 25.000000, 21.560000, 20.440000, 12.412756
2022-05-01_13-52-07, 45.500000, 25.100000, 21.620000, 20.500000, 12.503583
2022-05-01_13-52-11, 45.500000, 25.000000, 21.620000, 20.500000, 12.412756
2022-05-01_13-52-16, 45.500000, 25.100000, 21.620000, 20.500000, 12.503583
2022-05-01_13-52-20, 45.500000, 25.000000, 21.690000, 20.560000, 12.412756
2022-05-01_13-52-24, 45.500000, 25.000000, 21.690000, 20.560000, 12.412756
2022-05-01_13-52-28, 45.500000, 25.000000, 21.690000, 20.620000, 12.412756
2022-05-01_13-52-32, 45.500000, 25.100000, 21.750000, 20.620000, 12.503583
2022-05-01_13-52-36, 45.500000, 25.000000, 21.750000, 20.690000, 12.412756
2022-05-01_13-52-40, 45.400000, 25.000000, 21.750000, 20.690000, 12.379242
2022-05-01_13-52-44, 45.400000, 25.000000, 21.810000, 20.690000, 12.379242
2022-05-01_13-52-48, 45.400000, 25.000000, 21.810000, 20.750000, 12.379242
2022-05-01_13-52-53, 45.500000, 25.000000, 21.870000, 20.750000, 12.412756
2022-05-01_13-52-57, 45.500000, 25.000000, 21.940000, 20.750000, 12.412756
2022-05-01_13-53-01, 45.500000, 25.000000, 21.940000, 20.810000, 12.412756
2022-05-01_13-53-05, 45.500000, 25.100000, 21.940000, 20.810000, 12.503583
2022-05-01_13-53-09, 45.500000, 25.000000, 21.940000, 20.810000, 12.412756
2022-05-01_13-53-13, 45.500000, 25.000000, 22.000000, 20.870000, 12.412756
2022-05-01_13-53-17, 45.500000, 25.100000, 22.000000, 20.870000, 12.503583
2022-05-01_13-53-21, 45.500000, 25.100000, 22.000000, 20.940000, 12.503583
2022-05-01_13-53-25, 45.500000, 25.000000, 22.060000, 20.940000, 12.412756
2022-05-01_13-53-29, 45.500000, 25.000000, 22.060000, 20.940000, 12.412756
2022-05-01_13-53-34, 45.500000, 25.000000, 22.060000, 21.000000, 12.412756
2022-05-01_13-53-38, 45.400000, 25.000000, 22.060000, 21.000000, 12.379242
2022-05-01_13-53-42, 45.500000, 25.100000, 22.120000, 21.000000, 12.503583
2022-05-01_13-53-46, 45.400000, 25.000000, 22.120000, 21.120000, 12.379242
2022-05-01_13-53-50, 45.500000, 25.100000, 22.120000, 21.060000, 12.503583
2022-05-01_13-53-54, 45.500000, 25.100000, 22.190000, 21.120000, 12.503583
2022-05-01_13-53-58, 45.400000, 25.000000, 22.190000, 21.120000, 12.379242
2022-05-01_13-54-02, 45.400000, 25.000000, 22.190000, 21.120000, 12.379242
2022-05-01_13-54-06, 45.400000, 25.000000, 22.190000, 21.190000, 12.379242
2022-05-01_13-54-11, 45.400000, 25.000000, 22.250000, 21.190000, 12.379242
2022-05-01_13-54-15, 45.400000, 25.100000, 22.250000, 21.190000, 12.470045
2022-05-01_13-54-19, 45.500000, 25.000000, 22.250000, 21.250000, 12.412756
2022-05-01_13-54-23, 45.500000, 25.100000, 22.310000, 21.250000, 12.503583
2022-05-01_13-54-27, 45.500000, 25.000000, 22.310000, 21.250000, 12.412756
2022-05-01_13-54-31, 45.500000, 25.000000, 22.370000, 21.310000, 12.412756
2022-05-01_13-54-35, 45.400000, 25.000000, 22.370000, 21.310000, 12.379242
2022-05-01_13-54-39, 45.400000, 25.000000, 22.370000, 21.370000, 12.379242
2022-05-01_13-54-43, 45.400000, 25.000000, 22.370000, 21.310000, 12.379242
2022-05-01_13-54-48, 45.400000, 25.000000, 22.440000, 21.370000, 12.379242
2022-05-01_13-54-52, 45.500000, 25.000000, 22.440000, 21.370000, 12.412756
2022-05-01_13-54-56, 45.400000, 25.000000, 22.440000, 21.440000, 12.379242
2022-05-01_13-55-00, 45.500000, 25.000000, 22.440000, 21.370000, 12.412756
2022-05-01_13-55-04, 45.500000, 25.000000, 22.500000, 21.440000, 12.412756
2022-05-01_13-55-08, 45.500000, 25.000000, 22.500000, 21.440000, 12.412756
2022-05-01_13-55-12, 45.500000, 25.000000, 22.500000, 21.500000, 12.412756
2022-05-01_13-55-16, 45.500000, 25.000000, 22.560000, 21.500000, 12.412756
2022-05-01_13-55-20, 45.500000, 25.000000, 22.560000, 21.500000, 12.412756
2022-05-01_13-55-24, 45.500000, 25.000000, 22.560000, 21.500000, 12.412756
2022-05-01_13-55-29, 45.500000, 25.000000, 22.620000, 21.560000, 12.412756
2022-05-01_13-55-33, 45.500000, 25.000000, 22.620000, 21.620000, 12.412756
2022-05-01_13-55-37, 45.500000, 25.000000, 22.620000, 21.620000, 12.412756
2022-05-01_13-55-41, 45.500000, 25.000000, 22.620000, 21.620000, 12.412756
2022-05-01_13-55-45, 45.500000, 25.000000, 22.620000, 21.690000, 12.412756
2022-05-01_13-55-49, 45.500000, 25.000000, 22.690000, 21.690000, 12.412756
2022-05-01_13-55-53, 45.500000, 25.000000, 22.690000, 21.690000, 12.412756
2022-05-01_13-55-57, 45.500000, 25.000000, 22.690000, 21.690000, 12.412756
2022-05-01_13-56-01, 45.500000, 25.000000, 22.690000, 21.690000, 12.412756
2022-05-01_13-56-06, 45.500000, 25.000000, 22.690000, 21.750000, 12.412756
2022-05-01_13-56-10, 45.500000, 25.000000, 22.750000, 21.750000, 12.412756
2022-05-01_13-56-14, 45.500000, 25.000000, 22.750000, 21.750000, 12.412756
2022-05-01_13-56-18, 45.500000, 25.000000, 22.750000, 21.750000, 12.412756
2022-05-01_13-56-22, 45.500000, 25.000000, 22.750000, 21.810000, 12.412756
2022-05-01_13-56-26, 45.500000, 25.000000, 22.750000, 21.810000, 12.412756
2022-05-01_13-56-30, 45.500000, 25.000000, 22.750000, 21.810000, 12.412756
2022-05-01_13-56-34, 45.500000, 25.000000, 22.810000, 21.870000, 12.412756
2022-05-01_13-56-38, 45.500000, 25.000000, 22.810000, 21.870000, 12.412756
2022-05-01_13-56-43, 45.500000, 25.000000, 22.810000, 21.870000, 12.412756
2022-05-01_13-56-47, 45.500000, 25.000000, 22.870000, 21.870000, 12.412756
2022-05-01_13-56-51, 45.500000, 25.000000, 22.870000, 21.870000, 12.412756
2022-05-01_13-56-55, 45.500000, 25.000000, 22.870000, 21.940000, 12.412756
2022-05-01_13-56-59, 45.500000, 25.000000, 22.870000, 21.940000, 12.412756
2022-05-01_13-57-03, 45.600000, 25.000000, 22.940000, 21.940000, 12.446205
2022-05-01_13-57-07, 45.600000, 25.000000, 22.940000, 21.940000, 12.446205
2022-05-01_13-57-11, 45.600000, 25.000000, 22.940000, 22.000000, 12.446205
2022-05-01_13-57-15, 45.600000, 25.100000, 22.940000, 22.000000, 12.537056
2022-05-01_13-57-19, 45.500000, 25.100000, 23.000000, 22.000000, 12.503583
2022-05-01_13-57-24, 45.500000, 25.000000, 23.000000, 22.000000, 12.412756
2022-05-01_13-57-28, 45.500000, 25.000000, 23.000000, 22.060000, 12.412756
2022-05-01_13-57-32, 45.500000, 25.000000, 23.000000, 22.060000, 12.412756
2022-05-01_13-57-36, 45.500000, 25.000000, 23.000000, 22.060000, 12.412756
2022-05-01_13-57-40, 45.500000, 25.000000, 23.000000, 22.120000, 12.412756
2022-05-01_13-57-44, 45.500000, 25.100000, 23.060000, 22.120000, 12.503583
2022-05-01_13-57-48, 45.500000, 25.100000, 23.060000, 22.120000, 12.503583
2022-05-01_13-57-52, 45.500000, 25.100000, 23.060000, 22.120000, 12.503583
2022-05-01_13-57-56, 45.400000, 25.000000, 23.060000, 22.190000, 12.379242
2022-05-01_13-58-01, 45.500000, 25.100000, 23.060000, 22.190000, 12.503583
2022-05-01_13-58-05, 45.500000, 25.100000, 23.120000, 22.250000, 12.503583
2022-05-01_13-58-09, 45.400000, 25.000000, 23.120000, 22.250000, 12.379242
2022-05-01_13-58-13, 45.400000, 25.100000, 23.120000, 22.250000, 12.470045
2022-05-01_13-58-17, 45.400000, 25.000000, 23.120000, 22.250000, 12.379242
2022-05-01_13-58-21, 45.400000, 25.100000, 23.120000, 22.250000, 12.470045
2022-05-01_13-58-25, 45.400000, 25.100000, 23.120000, 22.310000, 12.470045
